Name of the game,Fit platform,Num Of comments,Num Of likes,Raiting,Grade,Num of pros,Num of cons,First Released,The game rviewer,The date of the review
Hyperdimension Neptunia Review,PS3,16,2,Bad,3,1.0,5.0,,"
    Gamespot Staff
  ","March 1, 2011 at 6:33PM PST"
Fallout: New Vegas - Dead Money Review,PS3,0,0,Fair,6.5,3.0,3.0,,"
    Kevin VanOrd
  ","March 1, 2011 at 5:47PM PST"
Fight Night Champion Review,X360,5,4,Great,8.5,5.0,2.0,"Mar 1, 2011","
    Justin Calvert
  ","March 1, 2011 at 5:10PM PST"
Fight Night Champion Review,PS3,1,7,Great,8.5,5.0,2.0,"Mar 1, 2011","
    Justin Calvert
  ","March 1, 2011 at 5:10PM PST"
PixelJunk Shooter Review,PS3,0,1,Great,8,4.0,2.0,,"
    Tom Mc Shea
  ","March 1, 2011 at 3:36PM PST"
Gray Matter Review,PC,3,1,Good,7,3.0,1.0,,"
    Jane Douglas
  ","March 1, 2011 at 11:33AM PST"
Gray Matter Review,X360,0,0,Fair,6.5,3.0,2.0,,"
    Jane Douglas
  ","March 1, 2011 at 11:32AM PST"
Knights Contract Review,PS3,1,0,Fair,6.5,4.0,4.0,"Feb 22, 2011","
    Chris Watters
  ","February 28, 2011 at 7:41PM PST"
Knights Contract Review,X360,0,2,Fair,6.5,4.0,4.0,"Feb 22, 2011","
    Chris Watters
  ","February 28, 2011 at 7:41PM PST"
Gods Eater Burst Review,PSP,0,6,Good,7.5,4.0,2.0,"Mar 15, 2011","
    Kevin VanOrd
  ","February 28, 2011 at 11:51AM PST"
de Blob 2 Review,DS,0,1,Good,7.5,4.0,2.0,,"
    Carolyn Petit
  ","February 25, 2011 at 6:48PM PST"
de Blob 2 Review,WII,0,1,Good,7,4.0,3.0,"Feb 22, 2011","
    Carolyn Petit
  ","February 25, 2011 at 5:41PM PST"
de Blob 2 Review,PS3,0,0,Good,7,4.0,3.0,"Feb 22, 2011","
    Carolyn Petit
  ","February 23, 2011 at 6:49PM PST"
de Blob 2 Review,X360,0,0,Good,7,4.0,3.0,"Feb 22, 2011","
    Carolyn Petit
  ","February 23, 2011 at 6:48PM PST"
Fallout: New Vegas - Dead Money Review,PC,3,2,Fair,6.5,3.0,3.0,,"
    Kevin VanOrd
  ","February 23, 2011 at 5:44PM PST"
Bulletstorm Review,PS3,6,5,Great,8,4.0,3.0,"Feb 21, 2011","
    Kevin VanOrd
  ","February 22, 2011 at 10:14PM PST"
Bulletstorm Review,X360,6,2,Great,8,4.0,3.0,"Feb 21, 2011","
    Kevin VanOrd
  ","February 22, 2011 at 10:14PM PST"
Bulletstorm Review,PC,5,5,Great,8,4.0,3.0,"Feb 21, 2011","
    Kevin VanOrd
  ","February 22, 2011 at 10:14PM PST"
Radiant Historia Review,DS,6,0,Great,8,5.0,2.0,,"
    Shiva Stella
  ","February 22, 2011 at 7:27PM PST"
Trinity: Souls of Zill O'll Review,PS3,0,1,Fair,6.5,4.0,3.0,"Feb 8, 2011","
    Tom Mc Shea
  ","February 18, 2011 at 5:48PM PST"
Tales from Space: About a Blob Review,PS3,1,0,Fair,6.5,3.0,2.0,,"
    Chris Watters
  ","February 17, 2011 at 5:07PM PST"
Lord of Arcana Review,PSP,0,8,Poor,4.5,2.0,4.0,"Jan 25, 2011","
    Carolyn Petit
  ","February 15, 2011 at 6:52PM PST"
TNT Racers Review,X360,0,0,Good,7,4.0,2.0,,"
    Brett Todd
  ","February 15, 2011 at 5:56PM PST"
Test Drive Unlimited 2 Review,X360,0,13,Good,7,3.0,3.0,"Feb 8, 2011","
    Jane Douglas
  ","February 15, 2011 at 3:52AM PST"
Marvel vs. Capcom 3: Fate of Two Worlds Review,X360,0,2,Great,8.5,5.0,3.0,"Feb 15, 2011","
    Maxwell McGee
  ","February 14, 2011 at 6:10PM PST"
Marvel vs. Capcom 3: Fate of Two Worlds Review,PS3,0,1,Great,8.5,5.0,3.0,"Feb 15, 2011","
    Maxwell McGee
  ","February 14, 2011 at 6:10PM PST"
Hard Corps: Uprising Review,X360,3,0,Good,7,3.0,2.0,,"
    Nathan Meunier
  ","February 14, 2011 at 5:54PM PST"
Explodemon Review,PS3,0,0,Good,7,3.0,2.0,,"
    Kevin VanOrd
  ","February 14, 2011 at 5:50PM PST"
Body and Brain Connection Review,X360,0,0,Fair,6,3.0,3.0,,"
    Chris Watters
  ","February 11, 2011 at 7:08PM PST"
Tactics Ogre Review,PSP,6,10,Superb,9,4.0,2.0,,"
    Gamespot Staff
  ","February 11, 2011 at 6:04PM PST"
You Don't Know Jack (2011) Review,PC,0,0,Good,7,3.0,4.0,,"
    Chris Watters
  ","February 9, 2011 at 6:25PM PST"
You Don't Know Jack Review,WII,0,0,Great,8,3.0,3.0,"Feb 8, 2011","
    Chris Watters
  ","February 9, 2011 at 6:24PM PST"
You Don't Know Jack Review,PS3,0,0,Great,8,3.0,3.0,"Feb 8, 2011","
    Chris Watters
  ","February 9, 2011 at 6:23PM PST"
You Don't Know Jack Review,X360,0,0,Great,8,3.0,3.0,"Feb 8, 2011","
    Chris Watters
  ","February 9, 2011 at 6:21PM PST"
Stacking Review,PS3,0,0,Great,8,4.0,2.0,"Feb 8, 2011","
    Carolyn Petit
  ","February 9, 2011 at 6:10PM PST"
Stacking Review,X360,1,0,Great,8,4.0,2.0,"Feb 8, 2011","
    Carolyn Petit
  ","February 8, 2011 at 6:30PM PST"
Mario Sports Mix Review,WII,2,0,Poor,4,1.0,5.0,"Feb 7, 2011","
    Tom Mc Shea
  ","February 8, 2011 at 5:48PM PST"
Naruto Shippuden: Shinobi Rumble Review,DS,0,6,Poor,4.5,1.0,4.0,,"
    Maxwell McGee
  ","February 8, 2011 at 5:37PM PST"
Dungeons Review,PC,1,0,Mediocre,5,2.0,5.0,,"
    Mark Walton
  ","February 7, 2011 at 5:55PM PST"
Bionic Commando Rearmed 2 Review,PS3,0,0,Mediocre,5,2.0,4.0,"Feb 1, 2011","
    Tom Mc Shea
  ","February 3, 2011 at 5:33PM PST"
Bionic Commando Rearmed 2 Review,X360,0,0,Mediocre,5,2.0,4.0,"Feb 1, 2011","
    Tom Mc Shea
  ","February 3, 2011 at 5:33PM PST"
Majesty 2: Monster Kingdom Review,PC,0,6,Good,7,3.0,2.0,,"
    Brett Todd
  ","February 3, 2011 at 10:16AM PST"
Killzone 3 Review,PS3,8,2,Great,8.5,5.0,3.0,"Feb 22, 2011","
    Kevin VanOrd
  ","February 3, 2011 at 9:00AM PST"
Two Worlds II Review,PS3,0,7,Good,7,4.0,4.0,"Jan 25, 2011","
    Kevin VanOrd
  ","February 2, 2011 at 6:17PM PST"
Jolly Rover Review,PC,0,0,Good,7.5,4.0,2.0,,"
    Laura Parker
  ","February 2, 2011 at 3:51PM PST"
Two Worlds II Review,PC,2,3,Good,7.5,4.0,3.0,"Jan 25, 2011","
    Kevin VanOrd
  ","February 1, 2011 at 6:12PM PST"
Two Worlds II Review,X360,8,6,Good,7,4.0,4.0,"Jan 25, 2011","
    Kevin VanOrd
  ","February 1, 2011 at 6:12PM PST"
Magicka Review,PC,8,0,Good,7,3.0,3.0,,"
    Brett Todd
  ","February 1, 2011 at 5:47PM PST"
Breach Review,PC,1,0,Fair,6.5,3.0,3.0,,"
    Carolyn Petit
  ","January 31, 2011 at 6:54PM PST"
Breach Review,X360,0,0,Fair,6,3.0,4.0,,"
    Carolyn Petit
  ","January 31, 2011 at 6:54PM PST"
Monday Night Combat Review,PC,1,0,Great,8,4.0,2.0,,"
    Chris Watters
  ","January 31, 2011 at 5:57PM PST"
Emergency 2012 Review,PC,0,7,Poor,4,1.0,3.0,,"
    Daniel Shannon
  ","January 31, 2011 at 4:57PM PST"
Monday Night Combat Review,X360,0,0,Great,8,3.0,2.0,"Aug 11, 2010","
    Chris Watters
  ","January 31, 2011 at 11:47AM PST"
Venetica Review,PC,3,1,Fair,6,2.0,4.0,,"
    Tom Mc Shea
  ","January 28, 2011 at 6:17PM PST"
Dead Space 2 Review,PC,3,3,Great,8.5,5.0,3.0,,"
    Carolyn Petit
  ","January 27, 2011 at 6:21PM PST"
Mindjack Review,X360,0,1,Mediocre,5,3.0,4.0,"Jan 18, 2011","
    Chris Watters
  ","January 27, 2011 at 6:09PM PST"
Mindjack Review,PS3,4,0,Mediocre,5,3.0,4.0,"Jan 18, 2011","
    Chris Watters
  ","January 27, 2011 at 6:09PM PST"
Venetica Review,PS3,0,5,Mediocre,5,2.0,5.0,"Jan 10, 2011","
    Tom Mc Shea
  ","January 26, 2011 at 5:52PM PST"
Venetica Review,X360,0,0,Mediocre,5,2.0,5.0,"Jan 10, 2011","
    Tom Mc Shea
  ","January 26, 2011 at 5:52PM PST"
Spare Parts Review,PS3,0,3,Poor,4.5,2.0,3.0,,"
    Jeremiah Johnson
  ","January 26, 2011 at 5:42PM PST"
Spare Parts Review,X360,0,0,Poor,4.5,2.0,3.0,,"
    Jeremiah Johnson
  ","January 26, 2011 at 5:42PM PST"
DC Universe Online Review,PC,4,1,Good,7,4.0,4.0,"Jan 11, 2011","
    Kevin VanOrd
  ","January 25, 2011 at 6:28PM PST"
Dead Space 2 Review,PS3,8,1,Superb,9,5.0,3.0,"Jan 25, 2011","
    Carolyn Petit
  ","January 25, 2011 at 6:27PM PST"
DC Universe Online Review,PS3,11,2,Good,7,4.0,4.0,"Jan 11, 2011","
    Kevin VanOrd
  ","January 25, 2011 at 4:55PM PST"
Fluidity Review,WII,1,0,Great,8.5,5.0,1.0,,"
    Mark Walton
  ","January 25, 2011 at 2:17PM PST"
Dead Space 2 Review,X360,3,10,Great,8.5,5.0,3.0,"Jan 25, 2011","
    Carolyn Petit
  ","January 25, 2011 at 12:00AM PST"
Modern Combat: Domination Review,PS3,1,0,Good,7,3.0,2.0,,"
    Brett Todd
  ","January 24, 2011 at 6:27PM PST"
Zeit 2 Review,X360,0,0,Great,8,3.0,2.0,,"
    Chris Watters
  ","January 21, 2011 at 5:58PM PST"
Zeit 2 Review,PC,0,0,Great,8,3.0,1.0,,"
    Chris Watters
  ","January 21, 2011 at 5:58PM PST"
Plants vs. Zombies Review,DS,1,1,Great,8,4.0,2.0,,"
    Justin Calvert
  ","January 21, 2011 at 5:48PM PST"
Create Review,PC,0,0,Fair,6,3.0,3.0,,"
    Kevin VanOrd
  ","January 18, 2011 at 9:56AM PST"
Create Review,X360,0,0,Fair,6,3.0,3.0,,"
    Kevin VanOrd
  ","January 18, 2011 at 9:56AM PST"
Create Review,WII,0,0,Mediocre,5.5,2.0,4.0,,"
    Kevin VanOrd
  ","January 18, 2011 at 9:56AM PST"
Mass Effect 2 Review,PS3,6,0,Great,8.5,5.0,3.0,"Jan 26, 2010","
    Kevin VanOrd
  ","January 18, 2011 at 8:59AM PST"
Little Big Planet 2 Review,PS3,1,3,Superb,9,5.0,2.0,"Jan 18, 2011","
    Justin Calvert
  ","January 14, 2011 at 8:57PM PST"
"Prinny 2: Dawn of Operation Panties, Dood! Review",PSP,0,0,Fair,6,2.0,3.0,,"
    Tom Mc Shea
  ","January 13, 2011 at 5:11PM PST"
Tetris Review,PS3,0,0,Good,7.5,4.0,2.0,,"
    Chris Watters
  ","January 12, 2011 at 7:06PM PST"
Kingdom Hearts Re:coded Review,DS,0,2,Fair,6.5,3.0,3.0,,"
    Bethany Massimilla
  ","January 11, 2011 at 6:27PM PST"
Ghost Trick: Phantom Detective Review,DS,4,10,Superb,9,5.0,1.0,,"
    Carolyn Petit
  ","January 11, 2011 at 5:19PM PST"
Lost in Shadow Review,WII,0,2,Good,7.5,4.0,2.0,,"
    Tom Mc Shea
  ","January 10, 2011 at 6:29PM PST"
MicroBot Review,PS3,0,0,Fair,6,2.0,2.0,,"
    Chris Watters
  ","January 6, 2011 at 5:46PM PST"
MicroBot Review,X360,0,0,Fair,6,2.0,2.0,,"
    Chris Watters
  ","January 6, 2011 at 5:46PM PST"
BioShock 2: Minerva's Den Review,X360,0,0,Great,8.5,4.0,2.0,,"
    Kevin VanOrd
  ","January 5, 2011 at 5:30PM PST"
BioShock 2: Minerva's Den Review,PS3,1,6,Great,8.5,4.0,2.0,,"
    Kevin VanOrd
  ","January 5, 2011 at 5:30PM PST"
Ilomilo Review,X360,1,4,Good,7.5,4.0,1.0,,"
    Tom Mc Shea
  ","January 4, 2011 at 6:12PM PST"
A World of Keflings Review,X360,6,1,Good,7,3.0,2.0,,"
    Brett Todd
  ","January 4, 2011 at 6:11PM PST"
Fallout: New Vegas - Dead Money Review,X360,2,7,Fair,6.5,3.0,3.0,,"
    Kevin VanOrd
  ","January 4, 2011 at 6:03PM PST"
Back to the Future: The Game - Episode I Review,PC,4,10,Good,7.5,3.0,2.0,,"
    Nathan Meunier
  ","January 3, 2011 at 5:59PM PST"
Dead Rising 2: Case West Review,X360,0,0,Good,7,4.0,3.0,,"
    Tom Mc Shea
  ","January 3, 2011 at 5:40PM PST"
Raskulls Review,X360,0,2,Fair,6,2.0,3.0,,"
    Tom Mc Shea
  ","December 30, 2010 at 1:16AM PST"
Echochrome II Review,PS3,0,0,Good,7.5,3.0,2.0,,"
    Jane Douglas
  ","December 22, 2010 at 2:40PM PST"
The Deadliest Catch: Sea of Chaos Review,WII,0,0,Bad,3.5,1.0,4.0,,"
    Jeremiah Johnson
  ","December 21, 2010 at 6:34PM PST"
The Deadliest Catch: Sea of Chaos Review,PS3,0,2,Bad,3.5,1.0,4.0,,"
    Jeremiah Johnson
  ","December 21, 2010 at 6:34PM PST"
The Deadliest Catch: Sea of Chaos Review,X360,0,0,Bad,3.5,1.0,3.0,,"
    Jeremiah Johnson
  ","December 21, 2010 at 6:34PM PST"
Eat Them Review,PS3,0,1,Fair,6,2.0,3.0,,"
    Carolyn Petit
  ","December 21, 2010 at 6:05PM PST"
Battlefield: Bad Company 2 Vietnam Review,X360,1,1,Great,8.5,4.0,2.0,,"
    Kevin VanOrd
  ","December 21, 2010 at 5:49PM PST"
Battlefield: Bad Company 2 Vietnam Review,PC,2,1,Great,8.5,4.0,2.0,,"
    Kevin VanOrd
  ","December 20, 2010 at 5:08PM PST"
Rock Band 3 Review,DS,1,1,Good,7,3.0,2.0,,"
    Maxwell McGee
  ","December 20, 2010 at 3:51PM PST"
Def Jam Rapstar Review,WII,0,1,Fair,6.5,2.0,2.0,,"
    Chris Watters
  ","December 17, 2010 at 2:19PM PST"
World of Warcraft: Cataclysm Review,PC,8,0,Great,8.5,5.0,2.0,"Nov 23, 2004","
    Justin Calvert
  ","December 16, 2010 at 11:12PM PST"
Bomberman Live: Battlefest Review,X360,0,2,Fair,6.5,3.0,1.0,,"
    Carolyn Petit
  ","December 16, 2010 at 6:49PM PST"
Star Wars: The Force Unleashed II: Endor Bonus Mission Review,X360,0,9,Fair,6,3.0,3.0,,"
    Kevin VanOrd
  ","December 16, 2010 at 6:43PM PST"
Funky Lab Rat Review,PS3,0,0,Fair,6.5,2.0,2.0,,"
    Tom Mc Shea
  ","December 16, 2010 at 3:55PM PST"
Pictionary Review,WII,0,1,Fair,6.5,2.0,2.0,,"
    Chris Watters
  ","December 15, 2010 at 6:37PM PST"
The Sims 3: Late Night Expansion Pack Review,PC,1,2,Good,7.5,4.0,3.0,,"
    Kevin VanOrd
  ","December 15, 2010 at 5:20PM PST"
Tron: Evolution Review,X360,2,1,Good,7,3.0,2.0,,"
    Randolph Ramsay
  ","December 13, 2010 at 6:45PM PST"
Tron: Evolution Review,PS3,0,11,Good,7,3.0,2.0,,"
    Randolph Ramsay
  ","December 13, 2010 at 6:44PM PST"
Kung-Fu Live Review,PS3,0,0,Poor,4,2.0,2.0,,"
    Carolyn Petit
  ","December 13, 2010 at 6:20PM PST"
Raving Rabbids: Travel in Time Review,WII,0,0,Fair,6.5,4.0,4.0,,"
    Chris Watters
  ","December 13, 2010 at 5:54PM PST"
Michael Jackson: The Experience Review,WII,1,4,Fair,6.5,3.0,4.0,,"
    Mark Walton
  ","December 10, 2010 at 6:06PM PST"
Super Meat Boy Review,PC,7,3,Superb,9.5,5.0,1.0,,"
    Tom Mc Shea
  ","December 10, 2010 at 6:01PM PST"
Adrenalin Misfits Review,X360,0,0,Mediocre,5,2.0,4.0,,"
    Mark Walton
  ","December 10, 2010 at 11:00AM PST"
Bejeweled 3 Review,PC,1,4,Good,7.5,4.0,3.0,,"
    Kevin VanOrd
  ","December 9, 2010 at 5:22PM PST"
Ys: The Oath in Felghana Review,PSP,1,1,Good,7.5,3.0,2.0,,"
    Bethany Massimilla
  ","December 8, 2010 at 6:35PM PST"
Unbound Saga Review,X360,0,0,Poor,4,1.0,3.0,,"
    Carolyn Petit
  ","December 8, 2010 at 6:00PM PST"
Majesty 2: Battles of Ardania Review,PC,0,3,Poor,4.5,2.0,2.0,,"
    Brett Todd
  ","December 8, 2010 at 6:00PM PST"
Cabela's Dangerous Hunts 2011 Review,X360,0,1,Fair,6,2.0,3.0,,"
    Chris Watters
  ","December 7, 2010 at 7:42PM PST"
Cabela's Dangerous Hunts 2011 Review,WII,0,1,Fair,6,2.0,1.0,,"
    Chris Watters
  ","December 7, 2010 at 7:42PM PST"
Cabela's Dangerous Hunts 2011 Review,PS3,1,0,Fair,6,2.0,4.0,,"
    Chris Watters
  ","December 7, 2010 at 7:42PM PST"
"Nine Hours, Nine Persons, Nine Doors Review",DS,5,3,Great,8.5,3.0,2.0,,"
    Carolyn Petit
  ","December 7, 2010 at 5:49PM PST"
PDC World Championship Darts Pro Tour Review,PS3,0,10,Good,7.5,4.0,2.0,,"
    Alex Sassoon coby
  ","December 7, 2010 at 9:40AM PST"
Golden Sun: Dark Dawn Review,DS,5,4,Good,7.5,3.0,3.0,,"
    Ricardo Torres
  ","December 2, 2010 at 7:01PM PST"
Nail'd Review,PS3,0,1,Mediocre,5.5,2.0,5.0,"Nov 30, 2010","
    Carolyn Petit
  ","December 2, 2010 at 7:01PM PST"
Nail'd Review,X360,0,0,Mediocre,5.5,2.0,5.0,"Nov 30, 2010","
    Carolyn Petit
  ","December 2, 2010 at 7:00PM PST"
Dead Rising 2 Review,PC,1,1,Great,8.5,5.0,2.0,,"
    Tom Mc Shea
  ","December 2, 2010 at 6:42PM PST"
Call of Duty: Black Ops Review,DS,4,5,Great,8,5.0,2.0,,"
    Austin Light
  ","December 2, 2010 at 3:46PM PST"
Dead Nation Review,PS3,3,7,Good,7.5,3.0,2.0,,"
    Chris Watters
  ","December 1, 2010 at 5:52PM PST"
Get Fit with Mel B Review,X360,0,0,Mediocre,5.5,2.0,4.0,,"
    Jane Douglas
  ","December 1, 2010 at 11:45AM PST"
Disney Epic Mickey Review,WII,10,2,Fair,6,2.0,5.0,"Nov 30, 2010","
    Tom Mc Shea
  ","November 30, 2010 at 8:39PM PST"
Mafia II: Joe's Adventures Review,PC,3,19,Fair,6,3.0,3.0,,"
    Kevin VanOrd
  ","November 30, 2010 at 7:39PM PST"
Mafia II: Joe's Adventures Review,X360,0,2,Fair,6,3.0,3.0,,"
    Kevin VanOrd
  ","November 30, 2010 at 7:39PM PST"
Gran Turismo 5 Review,PS3,14,6,Great,8,5.0,3.0,"Nov 24, 2010","
    Justin Calvert
  ","November 29, 2010 at 8:56PM PST"
HAWX 2 Review,WII,0,1,Bad,3.5,1.0,5.0,,"
    Randolph Ramsay
  ","November 29, 2010 at 7:09PM PST"
Naruto Shippuden: Dragon Blade Chronicles Review,WII,1,3,Bad,3.5,1.0,4.0,,"
    Carolyn Petit
  ","November 29, 2010 at 6:29PM PST"
Splatterhouse Review,X360,3,0,Poor,4.5,3.0,5.0,,"
    Kevin VanOrd
  ","November 29, 2010 at 6:23PM PST"
Splatterhouse Review,PS3,0,2,Poor,4.5,3.0,5.0,,"
    Kevin VanOrd
  ","November 29, 2010 at 6:23PM PST"
EyePet Review,PSP,0,0,Mediocre,5,1.0,4.0,,"
    Laura Parker
  ","November 24, 2010 at 4:31PM PST"
Pac-Man Championship Edition DX Review,PS3,2,3,Superb,9,5.0,1.0,"Nov 17, 2010","
    Carolyn Petit
  ","November 24, 2010 at 4:26PM PST"
Deca Sports Freedom Review,X360,0,2,Bad,3,1.0,4.0,,"
    Shaun McInnis
  ","November 24, 2010 at 12:24AM PST"
Majin and the Forsaken Kingdom Review,X360,1,0,Good,7,3.0,3.0,,"
    Kevin VanOrd
  ","November 22, 2010 at 8:00PM PST"
Majin and the Forsaken Kingdom Review,PS3,0,1,Good,7,3.0,3.0,,"
    Kevin VanOrd
  ","November 22, 2010 at 7:56PM PST"
Donkey Kong Country Returns Review,WII,3,8,Great,8.5,5.0,1.0,"Nov 21, 2010","
    Tom Mc Shea
  ","November 22, 2010 at 6:33PM PST"
Sonic Colours Review,DS,2,3,Great,8,3.0,2.0,,"
    Jane Douglas
  ","November 22, 2010 at 6:32PM PST"
Apache: Air Assault Review,PS3,2,57,Good,7.5,3.0,2.0,,"
    Maxwell McGee
  ","November 22, 2010 at 5:46PM PST"
Apache: Air Assault Review,X360,3,2,Good,7.5,3.0,2.0,,"
    Maxwell McGee
  ","November 22, 2010 at 5:46PM PST"
Pac-Man Championship Edition DX Review,X360,0,1,Superb,9,5.0,1.0,"Nov 17, 2010","
    Carolyn Petit
  ","November 19, 2010 at 7:05PM PST"
Tom Clancy's Ghost Recon Review,WII,0,3,Fair,6,2.0,3.0,,"
    Chris Watters
  ","November 19, 2010 at 7:03PM PST"
Harry Potter and the Deathly Hallows Part 1 Review,X360,1,3,Mediocre,5,1.0,4.0,,"
    Laura Parker
  ","November 18, 2010 at 6:12PM PST"
Harry Potter and the Deathly Hallows Part 1 Review,PS3,0,1,Mediocre,5,1.0,4.0,,"
    Laura Parker
  ","November 18, 2010 at 6:12PM PST"
Dance Paradise Review,X360,0,2,Good,7,4.0,2.0,,"
    Mark Walton
  ","November 18, 2010 at 4:26PM PST"
NBA Jam Review,PS3,0,0,Good,7,4.0,1.0,"Oct 5, 2010","
    Tom Mc Shea
  ","November 18, 2010 at 9:40AM PST"
NBA Jam Review,X360,0,0,Good,7,4.0,1.0,"Oct 5, 2010","
    Tom Mc Shea
  ","November 18, 2010 at 9:40AM PST"
MotionSports Review,X360,0,1,Bad,3.5,1.0,4.0,,"
    Carolyn Petit
  ","November 17, 2010 at 7:13PM PST"
Need for Speed: Hot Pursuit Review,X360,5,6,Great,8.5,5.0,2.0,"Nov 16, 2010","
    Justin Calvert
  ","November 17, 2010 at 7:01PM PST"
Need for Speed: Hot Pursuit Review,PS3,3,27,Great,8.5,5.0,2.0,"Nov 16, 2010","
    Justin Calvert
  ","November 17, 2010 at 7:01PM PST"
Monopoly Streets Review,X360,0,0,Fair,6.5,5.0,3.0,,"
    Jeremiah Johnson
  ","November 17, 2010 at 6:40PM PST"
Monopoly Streets Review,PS3,0,1,Fair,6.5,4.0,3.0,,"
    Jeremiah Johnson
  ","November 17, 2010 at 6:40PM PST"
Monopoly Streets Review,WII,0,3,Fair,6.5,5.0,3.0,,"
    Jeremiah Johnson
  ","November 17, 2010 at 6:39PM PST"
Split/Second Review,PSP,0,0,Fair,6.5,3.0,3.0,,"
    Kevin VanOrd
  ","November 17, 2010 at 6:01PM PST"
DanceMasters Review,X360,0,0,Fair,6,3.0,4.0,"Nov 4, 2010","
    Chris Watters
  ","November 17, 2010 at 12:12PM PST"
Assassin's Creed: Brotherhood Review,PS3,13,12,Great,8.5,5.0,3.0,"Nov 16, 2010","
    Kevin VanOrd
  ","November 16, 2010 at 9:05AM PST"
Assassin's Creed: Brotherhood Review,X360,4,4,Great,8.5,5.0,3.0,"Nov 16, 2010","
    Kevin VanOrd
  ","November 16, 2010 at 9:04AM PST"
The UnderGarden Review,X360,0,1,Great,8,5.0,2.0,,"
    Tom Mc Shea
  ","November 15, 2010 at 8:25PM PST"
The Ball Review,PC,1,0,Mediocre,5.5,3.0,3.0,,"
    Maxwell McGee
  ","November 15, 2010 at 6:35PM PST"
Faery: Legends of Avalon Review,X360,2,2,Poor,4.5,2.0,4.0,,"
    Kevin VanOrd
  ","November 15, 2010 at 6:28PM PST"
FlingSmash Review,WII,0,0,Poor,4,1.0,4.0,,"
    Carolyn Petit
  ","November 12, 2010 at 7:06PM PST"
Sonic Colors Review,WII,3,8,Great,8,3.0,2.0,,"
    Jane Douglas
  ","November 12, 2010 at 7:01PM PST"
Mario vs. Donkey Kong: Mini-Land Mayhem Review,DS,0,0,Great,8,3.0,1.0,,"
    Nathan Meunier
  ","November 12, 2010 at 5:02PM PST"
Fighters Uncaged Review,X360,4,1,Terrible,2,1.0,5.0,,"
    Mark Walton
  ","November 12, 2010 at 4:22PM PST"
Football Manager 2011 Review,PC,2,3,Great,8.5,5.0,3.0,,"
    Gamespot Staff
  ","November 12, 2010 at 12:21PM PST"
Call of Duty: Black Ops Review,WII,2,2,Superb,9,5.0,2.0,,"
    Chris Watters
  ","November 11, 2010 at 7:14PM PST"
Hoard Review,PS3,4,0,Good,7.5,5.0,2.0,,"
    Jeremiah Johnson
  ","November 11, 2010 at 6:12PM PST"
Sonic Free Riders Review,X360,0,5,Poor,4.5,2.0,1.0,,"
    Tom Mc Shea
  ","November 10, 2010 at 5:51PM PST"
Call of Duty: Black Ops Review,PS3,5,6,Superb,9,5.0,1.0,"Nov 9, 2010","
    Chris Watters
  ","November 9, 2010 at 8:33PM PST"
Call of Duty: Black Ops Review,X360,14,19,Superb,9,5.0,1.0,"Nov 9, 2010","
    Chris Watters
  ","November 9, 2010 at 8:33PM PST"
Call of Duty: Black Ops Review,PC,0,4,Superb,9,5.0,1.0,"Nov 9, 2010","
    Chris Watters
  ","November 9, 2010 at 8:33PM PST"
Kinect Adventures! Review,X360,0,1,Good,7,3.0,3.0,,"
    Carolyn Petit
  ","November 9, 2010 at 6:33PM PST"
Your Shape: Fitness Evolved Review,X360,0,8,Good,7,4.0,3.0,"Nov 4, 2010","
    Kevin VanOrd
  ","November 5, 2010 at 7:16PM PDT"
Dragon Ball: Raging Blast 2 Review,X360,2,14,Mediocre,5,3.0,4.0,,"
    Carolyn Petit
  ","November 5, 2010 at 6:40PM PDT"
Dragon Ball: Raging Blast 2 Review,PS3,6,5,Mediocre,5,3.0,4.0,,"
    Carolyn Petit
  ","November 5, 2010 at 6:40PM PDT"
Bloody Good Time Review,X360,0,4,Fair,6.5,3.0,3.0,,"
    Brett Todd
  ","November 5, 2010 at 5:09PM PDT"
The Fight: Lights Out Review,PS3,3,4,Mediocre,5,2.0,4.0,,"
    Randolph Ramsay
  ","November 5, 2010 at 11:43AM PDT"
GoldenEye 007 Review,WII,3,0,Great,8.5,5.0,2.0,"Sep 14, 2010","
    Tom Mc Shea
  ","November 4, 2010 at 7:06PM PDT"
Dance Central Review,X360,0,1,Great,8.5,4.0,1.0,"Nov 4, 2010","
    Chris Watters
  ","November 4, 2010 at 6:32PM PDT"
Pinball FX 2 Review,X360,0,3,Great,8.5,5.0,2.0,,"
    Justin Calvert
  ","November 4, 2010 at 5:28PM PDT"
Pro Evolution Soccer 2011 Review,WII,0,3,Good,7,2.0,3.0,,"
    Joseph Barron
  ","November 4, 2010 at 4:41PM PDT"
Kinectimals Review,X360,0,1,Good,7.5,4.0,3.0,"Nov 4, 2010","
    Kevin VanOrd
  ","November 3, 2010 at 9:02PM PDT"
Kinect Sports Review,X360,1,1,Good,7.5,3.0,2.0,"Nov 4, 2010","
    Justin Calvert
  ","November 3, 2010 at 9:02PM PDT"
Haunted House Review,X360,0,1,Mediocre,5.5,2.0,3.0,,"
    Brett Todd
  ","November 3, 2010 at 6:38PM PDT"
James Bond 007: Blood Stone Review,PC,3,15,Good,7.5,4.0,3.0,,"
    Shaun McInnis
  ","November 3, 2010 at 5:45PM PDT"
Dead Space Ignition Review,PS3,0,0,Poor,4,1.0,4.0,,"
    Giancarlo Varanini
  ","November 3, 2010 at 5:32PM PDT"
